Data,Produto,Quantidade Vendida,Preço Unitário,Total de Vendas,Lucro,Despesas,Promoções,Categoria
02/04/2023,Translado Aeroporto Santos Dumont,3,442.81,1328.43,909.78,418.65,Não,Translados
02/04/2023,City Tour Completo (Van),2,227.82,455.64,283.59,172.05,Não,City Tour
03/04/2023,Passeio Cristo Redentor (Carro),3,322.41,967.23,680.7,286.53,Sim,Passeios Locais
03/04/2023,Passeio Cristo Redentor (Carro),2,1438.38,2876.76,1754.63,1122.13,Não,Passeios Locais
03/04/2023,Passeio Cristo Redentor (Carro),3,530.94,1592.82,887.42,705.4,Não,Passeios Locais
03/04/2023,Aluguel Carro Executivo,1,521.62,521.62,341.44,180.18,Sim,Serviço Privado
03/04/2023,Tour Arraial do Cabo (Van),1,881.53,881.53,550.21,331.32,Não,Viagens Longas
03/04/2023,Tour Búzios (Van),2,603.95,1207.9,771.93,435.97,Sim,Viagens Longas
04/04/2023,Tour Petrópolis (Carro),2,921.74,1843.48,1174.93,668.55,Sim,Viagens Longas
04/04/2023,Tour Petrópolis (Carro),3,1043.02,3129.06,1910.63,1218.43,Sim,Viagens Longas
04/04/2023,Passeio Cristo Redentor (Carro),1,845.28,845.28,490.51,354.77,Não,Passeios Locais
04/04/2023,Translado Aeroporto Santos Dumont,2,1048.06,2096.12,1222.95,873.17,Não,Translados
04/04/2023,Passeio Pão de Açúcar (Carro),3,1142.29,3426.87,2383.0,1043.87,Não,Passeios Locais
05/04/2023,City Tour Completo (Van),3,941.48,2824.44,2099.85,724.59,Não,City Tour
05/04/2023,Translado Aeroporto Santos Dumont,1,1042.12,1042.12,604.19,437.93,Sim,Translados
05/04/2023,City Tour Completo (Van),1,325.3,325.3,205.84,119.46,Não,City Tour
05/04/2023,Tour Arraial do Cabo (Van),2,1227.94,2455.88,1583.46,872.42,Sim,Viagens Longas
05/04/2023,Passeio Cristo Redentor (Carro),3,416.48,1249.44,833.04,416.4,Não,Passeios Locais
05/04/2023,Tour Arraial do Cabo (Van),2,932.16,1864.32,1156.51,707.81,Não,Viagens Longas
05/04/2023,Tour Búzios (Van),2,1460.2,2920.4,2160.6,759.8,Não,Viagens Longas
06/04/2023,Passeio Cristo Redentor (Carro),3,264.44,793.32,575.76,217.56,Não,Passeios Locais
06/04/2023,Tour Búzios (Van),3,152.55,457.65,288.47,169.18,Sim,Viagens Longas
06/04/2023,City Tour Completo (Van),3,1062.18,3186.54,1969.95,1216.59,Sim,City Tour
06/04/2023,Tour Búzios (Van),1,1018.69,1018.69,584.2,434.49,Não,Viagens Longas
07/04/2023,Translado Aeroporto Santos Dumont,1,469.82,469.82,292.01,177.81,Não,Translados
07/04/2023,Tour Búzios (Van),1,1127.83,1127.83,637.62,490.21,Não,Viagens Longas
07/04/2023,Tour Petrópolis (Carro),1,1295.74,1295.74,799.34,496.4,Não,Viagens Longas
07/04/2023,Tour Búzios (Van),2,207.54,415.08,233.07,182.01,Não,Viagens Longas
07/04/2023,Tour Arraial do Cabo (Van),3,927.65,2782.95,1942.72,840.23,Não,Viagens Longas
07/04/2023,Passeio Cristo Redentor (Carro),1,218.77,218.77,153.75,65.02,Não,Passeios Locais
07/04/2023,Tour Arraial do Cabo (Van),1,951.81,951.81,605.7,346.11,Sim,Viagens Longas
08/04/2023,Tour Petrópolis (Carro),1,421.27,421.27,264.21,157.06,Sim,Viagens Longas
08/04/2023,Tour Petrópolis (Carro),1,886.32,886.32,531.41,354.91,Não,Viagens Longas
08/04/2023,Passeio Pão de Açúcar (Carro),1,1236.93,1236.93,696.68,540.25,Sim,Passeios Locais
09/04/2023,Passeio Pão de Açúcar (Carro),2,754.29,1508.58,993.73,514.85,Não,Passeios Locais
09/04/2023,Passeio Pão de Açúcar (Carro),2,1020.67,2041.34,1370.51,670.83,Não,Passeios Locais
09/04/2023,Tour Petrópolis (Carro),1,806.19,806.19,557.37,248.82,Sim,Viagens Longas
09/04/2023,Aluguel Van Corporativa,2,457.16,914.32,617.96,296.36,Não,Serviço Privado
09/04/2023,Aluguel Van Corporativa,1,1327.68,1327.68,877.67,450.01,Não,Serviço Privado
09/04/2023,Tour Petrópolis (Carro),1,262.59,262.59,144.44,118.15,Não,Viagens Longas
10/04/2023,Passeio Cristo Redentor (Carro),3,967.4,2902.2,1957.07,945.13,Não,Passeios Locais
10/04/2023,Tour Arraial do Cabo (Van),1,939.02,939.02,624.52,314.5,Sim,Viagens Longas
10/04/2023,Aluguel Carro Executivo,2,1269.14,2538.28,1820.76,717.52,Sim,Serviço Privado
11/04/2023,Aluguel Carro Executivo,1,558.18,558.18,386.21,171.97,Sim,Serviço Privado
11/04/2023,Aluguel Carro Executivo,1,354.26,354.26,198.91,155.35,Não,Serviço Privado
11/04/2023,City Tour Completo (Van),1,452.25,452.25,326.13,126.12,Sim,City Tour
11/04/2023,Passeio Pão de Açúcar (Carro),1,1275.09,1275.09,905.46,369.63,Não,Passeios Locais
11/04/2023,Tour Arraial do Cabo (Van),3,587.53,1762.59,1234.22,528.37,Sim,Viagens Longas
12/04/2023,Aluguel Carro Executivo,3,280.23,840.69,584.19,256.5,Não,Serviço Privado
12/04/2023,Passeio Cristo Redentor (Carro),3,1110.16,3330.48,1913.14,1417.34,Sim,Passeios Locais
12/04/2023,Tour Petrópolis (Carro),3,580.32,1740.96,1287.38,453.58,Sim,Viagens Longas
12/04/2023,Aluguel Van Corporativa,2,917.61,1835.22,1252.88,582.34,Sim,Serviço Privado
12/04/2023,Passeio Cristo Redentor (Carro),2,718.21,1436.42,902.2,534.22,Sim,Passeios Locais
12/04/2023,Tour Arraial do Cabo (Van),1,235.48,235.48,131.61,103.87,Não,Viagens Longas
13/04/2023,Translado Aeroporto Santos Dumont,2,622.28,1244.56,909.09,335.47,Não,Translados
13/04/2023,Tour Petrópolis (Carro),2,394.67,789.34,508.33,281.01,Não,Viagens Longas
13/04/2023,City Tour Completo (Van),1,992.99,992.99,685.61,307.38,Não,City Tour
13/04/2023,Translado Aeroporto Galeão,1,1298.16,1298.16,906.72,391.44,Sim,Translados
13/04/2023,Passeio Cristo Redentor (Carro),1,1135.51,1135.51,739.54,395.97,Não,Passeios Locais
13/04/2023,Aluguel Carro Executivo,2,664.74,1329.48,844.78,484.7,Não,Serviço Privado
13/04/2023,City Tour Completo (Van),1,514.74,514.74,320.26,194.48,Não,City Tour
13/04/2023,City Tour Completo (Van),2,1257.28,2514.56,1702.79,811.77,Sim,City Tour
14/04/2023,Translado Aeroporto Santos Dumont,1,1254.02,1254.02,731.99,522.03,Sim,Translados
14/04/2023,Passeio Cristo Redentor (Carro),3,1483.85,4451.55,2809.79,1641.76,Sim,Passeios Locais
14/04/2023,Tour Búzios (Van),3,896.17,2688.51,1620.34,1068.17,Sim,Viagens Longas
14/04/2023,Translado Aeroporto Santos Dumont,2,1468.15,2936.3,1672.66,1263.64,Não,Translados
14/04/2023,Tour Arraial do Cabo (Van),3,251.12,753.36,490.43,262.93,Não,Viagens Longas
14/04/2023,Aluguel Van Corporativa,2,1042.19,2084.38,1415.06,669.32,Não,Serviço Privado
14/04/2023,Aluguel Carro Executivo,3,517.37,1552.11,975.76,576.35,Sim,Serviço Privado
14/04/2023,Tour Petrópolis (Carro),2,1326.46,2652.92,1960.03,692.89,Sim,Viagens Longas
15/04/2023,Aluguel Carro Executivo,1,736.67,736.67,408.59,328.08,Não,Serviço Privado
15/04/2023,Passeio Pão de Açúcar (Carro),2,205.8,411.6,229.99,181.61,Não,Passeios Locais
15/04/2023,Tour Búzios (Van),3,1475.38,4426.14,3026.79,1399.35,Não,Viagens Longas
16/04/2023,Aluguel Carro Executivo,1,851.87,851.87,597.12,254.75,Não,Serviço Privado
16/04/2023,Aluguel Van Corporativa,3,1236.12,3708.36,2061.46,1646.9,Sim,Serviço Privado
16/04/2023,Tour Búzios (Van),2,1430.61,2861.22,2091.36,769.86,Sim,Viagens Longas
16/04/2023,Translado Aeroporto Galeão,1,1107.96,1107.96,724.66,383.3,Não,Translados
16/04/2023,Aluguel Van Corporativa,2,1460.2,2920.4,2011.8,908.6,Sim,Serviço Privado
17/04/2023,Tour Petrópolis (Carro),1,1178.84,1178.84,750.25,428.59,Sim,Viagens Longas
17/04/2023,Translado Aeroporto Galeão,2,730.11,1460.22,933.55,526.67,Não,Translados
17/04/2023,Tour Búzios (Van),3,191.77,575.31,398.71,176.6,Sim,Viagens Longas
18/04/2023,Translado Aeroporto Santos Dumont,2,842.11,1684.22,1193.2,491.02,Não,Translados
18/04/2023,Aluguel Carro Executivo,3,482.92,1448.76,959.31,489.45,Sim,Serviço Privado
18/04/2023,Tour Búzios (Van),2,1173.96,2347.92,1523.31,824.61,Sim,Viagens Longas
18/04/2023,Aluguel Van Corporativa,3,929.99,2789.97,1860.34,929.63,Sim,Serviço Privado
18/04/2023,Passeio Cristo Redentor (Carro),3,300.53,901.59,576.93,324.66,Não,Passeios Locais
18/04/2023,Translado Aeroporto Santos Dumont,2,201.04,402.08,221.4,180.68,Não,Translados
19/04/2023,Tour Búzios (Van),3,1409.43,4228.29,2633.73,1594.56,Sim,Viagens Longas
19/04/2023,Tour Arraial do Cabo (Van),3,680.97,2042.91,1263.05,779.86,Sim,Viagens Longas
19/04/2023,Tour Arraial do Cabo (Van),1,1031.7,1031.7,623.88,407.82,Não,Viagens Longas
19/04/2023,Aluguel Carro Executivo,1,1341.25,1341.25,837.67,503.58,Não,Serviço Privado
19/04/2023,Passeio Pão de Açúcar (Carro),3,1310.52,3931.56,2835.52,1096.04,Não,Passeios Locais
20/04/2023,Passeio Cristo Redentor (Carro),2,438.49,876.98,576.61,300.37,Não,Passeios Locais
20/04/2023,Tour Búzios (Van),1,204.87,204.87,118.54,86.33,Sim,Viagens Longas
20/04/2023,Tour Petrópolis (Carro),2,801.07,1602.14,946.12,656.02,Não,Viagens Longas
20/04/2023,Aluguel Carro Executivo,2,506.32,1012.64,756.08,256.56,Sim,Serviço Privado
20/04/2023,Translado Aeroporto Galeão,1,744.49,744.49,498.4,246.09,Não,Translados
20/04/2023,Aluguel Carro Executivo,1,1418.23,1418.23,850.84,567.39,Não,Serviço Privado
20/04/2023,Translado Aeroporto Galeão,2,1487.6,2975.2,1928.39,1046.81,Não,Translados
21/04/2023,Passeio Cristo Redentor (Carro),2,191.2,382.4,215.94,166.46,Não,Passeios Locais
21/04/2023,Aluguel Van Corporativa,2,634.75,1269.5,825.13,444.37,Não,Serviço Privado
21/04/2023,Translado Aeroporto Santos Dumont,1,1052.08,1052.08,682.33,369.75,Sim,Translados
21/04/2023,City Tour Completo (Van),1,1470.94,1470.94,936.13,534.81,Sim,City Tour
21/04/2023,Aluguel Van Corporativa,2,764.48,1528.96,958.22,570.74,Sim,Serviço Privado
21/04/2023,City Tour Completo (Van),2,1310.93,2621.86,1739.43,882.43,Não,City Tour
22/04/2023,Translado Aeroporto Galeão,2,1439.08,2878.16,1669.09,1209.07,Não,Translados
22/04/2023,Tour Petrópolis (Carro),2,665.07,1330.14,808.61,521.53,Sim,Viagens Longas
22/04/2023,Aluguel Carro Executivo,1,923.14,923.14,566.77,356.37,Não,Serviço Privado
22/04/2023,Tour Arraial do Cabo (Van),1,174.26,174.26,95.85,78.41,Não,Viagens Longas
22/04/2023,Translado Aeroporto Galeão,2,855.69,1711.38,1069.61,641.77,Não,Translados
22/04/2023,Translado Aeroporto Santos Dumont,3,723.81,2171.43,1266.37,905.06,Sim,Translados
23/04/2023,City Tour Completo (Van),1,1374.59,1374.59,985.74,388.85,Não,City Tour
23/04/2023,Tour Arraial do Cabo (Van),3,180.3,540.9,394.04,146.86,Não,Viagens Longas
23/04/2023,Passeio Pão de Açúcar (Carro),3,403.37,1210.11,730.91,479.2,Sim,Passeios Locais
23/04/2023,Tour Petrópolis (Carro),1,196.74,196.74,135.02,61.72,Não,Viagens Longas
23/04/2023,Translado Aeroporto Santos Dumont,2,298.34,596.68,427.15,169.53,Não,Translados
23/04/2023,Translado Aeroporto Galeão,3,1086.53,3259.59,2168.5,1091.09,Não,Translados
23/04/2023,Tour Petrópolis (Carro),3,388.32,1164.96,851.16,313.8,Sim,Viagens Longas
23/04/2023,Translado Aeroporto Galeão,2,1051.09,2102.18,1540.78,561.4,Não,Translados
24/04/2023,City Tour Completo (Van),3,151.8,455.4,313.24,142.16,Não,City Tour
24/04/2023,Tour Búzios (Van),1,779.46,779.46,492.83,286.63,Não,Viagens Longas
24/04/2023,Tour Búzios (Van),2,431.4,862.8,583.65,279.15,Sim,Viagens Longas
24/04/2023,Translado Aeroporto Galeão,3,1039.9,3119.7,1895.8,1223.9,Não,Translados
24/04/2023,Tour Búzios (Van),2,1144.14,2288.28,1298.92,989.36,Sim,Viagens Longas
25/04/2023,Tour Petrópolis (Carro),1,702.72,702.72,461.89,240.83,Não,Viagens Longas
25/04/2023,Tour Petrópolis (Carro),3,1444.8,4334.4,3162.59,1171.81,Não,Viagens Longas
25/04/2023,Translado Aeroporto Santos Dumont,2,425.89,851.78,580.66,271.12,Não,Translados
25/04/2023,Tour Arraial do Cabo (Van),2,1104.16,2208.32,1283.78,924.54,Sim,Viagens Longas
25/04/2023,Tour Petrópolis (Carro),2,1227.16,2454.32,1533.61,920.71,Sim,Viagens Longas
25/04/2023,Translado Aeroporto Galeão,1,562.78,562.78,315.9,246.88,Sim,Translados
25/04/2023,Translado Aeroporto Santos Dumont,1,462.7,462.7,319.4,143.3,Não,Translados
25/04/2023,Passeio Pão de Açúcar (Carro),1,219.35,219.35,140.57,78.78,Não,Passeios Locais
26/04/2023,Translado Aeroporto Santos Dumont,1,1349.19,1349.19,989.06,360.13,Não,Translados
26/04/2023,Aluguel Van Corporativa,1,792.14,792.14,511.06,281.08,Sim,Serviço Privado
26/04/2023,City Tour Completo (Van),2,1112.92,2225.84,1525.01,700.83,Sim,City Tour
27/04/2023,Translado Aeroporto Galeão,2,354.08,708.16,405.74,302.42,Não,Translados
27/04/2023,Aluguel Van Corporativa,3,325.53,976.59,718.45,258.14,Sim,Serviço Privado
27/04/2023,Aluguel Van Corporativa,3,1063.83,3191.49,2339.73,851.76,Sim,Serviço Privado
27/04/2023,Translado Aeroporto Galeão,2,1224.06,2448.12,1407.47,1040.65,Não,Translados
28/04/2023,City Tour Completo (Van),1,355.59,355.59,230.21,125.38,Não,City Tour
28/04/2023,Translado Aeroporto Santos Dumont,1,705.99,705.99,512.87,193.12,Não,Translados
28/04/2023,City Tour Completo (Van),2,833.99,1667.98,1040.12,627.86,Não,City Tour
28/04/2023,Tour Arraial do Cabo (Van),1,910.08,910.08,657.72,252.36,Não,Viagens Longas
28/04/2023,Tour Petrópolis (Carro),3,1180.84,3542.52,2478.36,1064.16,Sim,Viagens Longas
29/04/2023,Aluguel Van Corporativa,3,1413.18,4239.54,2796.85,1442.69,Sim,Serviço Privado
29/04/2023,Translado Aeroporto Santos Dumont,2,169.72,339.44,187.23,152.21,Sim,Translados
29/04/2023,Aluguel Carro Executivo,1,767.72,767.72,514.53,253.19,Não,Serviço Privado
30/04/2023,City Tour Completo (Van),3,505.77,1517.31,1033.77,483.54,Não,City Tour
30/04/2023,Passeio Pão de Açúcar (Carro),2,1162.95,2325.9,1402.9,923.0,Não,Passeios Locais
30/04/2023,Tour Búzios (Van),1,937.63,937.63,587.61,350.02,Sim,Viagens Longas
30/04/2023,Tour Búzios (Van),3,714.36,2143.08,1321.02,822.06,Sim,Viagens Longas
30/04/2023,Aluguel Carro Executivo,3,949.55,2848.65,1579.28,1269.37,Não,Serviço Privado
30/04/2023,Passeio Pão de Açúcar (Carro),3,645.09,1935.27,1161.45,773.82,Não,Passeios Locais
01/05/2023,Translado Aeroporto Galeão,1,1289.52,1289.52,872.82,416.7,Sim,Translados
01/05/2023,Translado Aeroporto Galeão,2,1406.47,2812.94,1693.6,1119.34,Sim,Translados
01/05/2023,Aluguel Carro Executivo,1,907.64,907.64,635.0,272.64,Não,Serviço Privado
01/05/2023,Aluguel Van Corporativa,3,1008.59,3025.77,1913.59,1112.18,Não,Serviço Privado
01/05/2023,Aluguel Carro Executivo,3,1007.03,3021.09,2159.58,861.51,Sim,Serviço Privado
01/05/2023,Tour Arraial do Cabo (Van),1,719.95,719.95,437.5,282.45,Sim,Viagens Longas
01/05/2023,City Tour Completo (Van),3,1375.44,4126.32,2701.92,1424.4,Não,City Tour
02/05/2023,Passeio Pão de Açúcar (Carro),1,256.07,256.07,164.98,91.09,Não,Passeios Locais
02/05/2023,Translado Aeroporto Galeão,3,963.96,2891.88,1621.83,1270.05,Não,Translados
02/05/2023,Tour Petrópolis (Carro),3,984.22,2952.66,1819.59,1133.07,Não,Viagens Longas
02/05/2023,Passeio Pão de Açúcar (Carro),2,1071.76,2143.52,1602.9,540.62,Não,Passeios Locais
02/05/2023,Aluguel Van Corporativa,1,389.43,389.43,251.09,138.34,Não,Serviço Privado
02/05/2023,Tour Petrópolis (Carro),3,203.28,609.84,366.54,243.3,Não,Viagens Longas
02/05/2023,Tour Búzios (Van),1,1008.57,1008.57,722.75,285.82,Não,Viagens Longas
02/05/2023,Translado Aeroporto Santos Dumont,1,1191.49,1191.49,791.39,400.1,Não,Translados
03/05/2023,Translado Aeroporto Santos Dumont,1,554.15,554.15,361.61,192.54,Não,Translados
03/05/2023,Tour Búzios (Van),2,605.59,1211.18,681.25,529.93,Não,Viagens Longas
03/05/2023,Tour Arraial do Cabo (Van),3,899.47,2698.41,1935.45,762.96,Sim,Viagens Longas
03/05/2023,Tour Petrópolis (Carro),1,1491.29,1491.29,1056.32,434.97,Não,Viagens Longas
04/05/2023,Tour Arraial do Cabo (Van),2,227.08,454.16,307.78,146.38,Sim,Viagens Longas
04/05/2023,Translado Aeroporto Santos Dumont,1,859.58,859.58,478.29,381.29,Não,Translados
04/05/2023,Aluguel Van Corporativa,2,876.17,1752.34,966.03,786.31,Não,Serviço Privado
05/05/2023,Tour Búzios (Van),3,594.9,1784.7,1223.19,561.51,Não,Viagens Longas
05/05/2023,Tour Búzios (Van),2,505.29,1010.58,626.95,383.63,Não,Viagens Longas
05/05/2023,Tour Búzios (Van),1,768.26,768.26,501.16,267.1,Não,Viagens Longas
05/05/2023,Aluguel Van Corporativa,3,986.89,2960.67,1785.11,1175.56,Sim,Serviço Privado
05/05/2023,Passeio Cristo Redentor (Carro),2,1119.0,2238.0,1450.33,787.67,Não,Passeios Locais
05/05/2023,Tour Petrópolis (Carro),1,250.72,250.72,151.2,99.52,Não,Viagens Longas
05/05/2023,Aluguel Van Corporativa,1,390.96,390.96,278.3,112.66,Não,Serviço Privado
06/05/2023,Aluguel Van Corporativa,2,1482.45,2964.9,2214.31,750.59,Não,Serviço Privado
06/05/2023,City Tour Completo (Van),1,1121.59,1121.59,727.92,393.67,Não,City Tour
06/05/2023,Aluguel Van Corporativa,2,753.3,1506.6,868.22,638.38,Sim,Serviço Privado
06/05/2023,Translado Aeroporto Galeão,1,1064.62,1064.62,793.84,270.78,Não,Translados
06/05/2023,Translado Aeroporto Santos Dumont,1,1069.56,1069.56,613.44,456.12,Sim,Translados
06/05/2023,Passeio Cristo Redentor (Carro),1,448.07,448.07,276.86,171.21,Não,Passeios Locais
06/05/2023,City Tour Completo (Van),1,238.02,238.02,140.04,97.98,Não,City Tour
06/05/2023,Passeio Cristo Redentor (Carro),2,844.35,1688.7,1161.86,526.84,Sim,Passeios Locais
07/05/2023,Translado Aeroporto Santos Dumont,2,1293.04,2586.08,1558.55,1027.53,Não,Translados
07/05/2023,Aluguel Van Corporativa,3,505.86,1517.58,925.77,591.81,Sim,Serviço Privado
07/05/2023,Passeio Cristo Redentor (Carro),3,754.92,2264.76,1457.93,806.83,Não,Passeios Locais
08/05/2023,Tour Petrópolis (Carro),2,1373.79,2747.58,1783.07,964.51,Sim,Viagens Longas
08/05/2023,Passeio Pão de Açúcar (Carro),3,1129.24,3387.72,2419.41,968.31,Não,Passeios Locais
08/05/2023,Tour Arraial do Cabo (Van),1,812.91,812.91,535.12,277.79,Não,Viagens Longas
08/05/2023,Tour Petrópolis (Carro),3,1484.84,4454.52,2953.04,1501.48,Sim,Viagens Longas
08/05/2023,Tour Búzios (Van),1,825.73,825.73,576.46,249.27,Não,Viagens Longas
08/05/2023,Tour Petrópolis (Carro),2,1459.87,2919.74,2152.64,767.1,Sim,Viagens Longas
08/05/2023,Passeio Pão de Açúcar (Carro),2,1457.93,2915.86,2041.6,874.26,Sim,Passeios Locais
09/05/2023,Translado Aeroporto Santos Dumont,3,350.96,1052.88,604.46,448.42,Sim,Translados
09/05/2023,Translado Aeroporto Galeão,1,1161.92,1161.92,779.69,382.23,Não,Translados
09/05/2023,Tour Búzios (Van),1,1246.77,1246.77,731.88,514.89,Sim,Viagens Longas
10/05/2023,Passeio Cristo Redentor (Carro),2,1215.35,2430.7,1514.97,915.73,Sim,Passeios Locais
10/05/2023,Tour Arraial do Cabo (Van),2,394.69,789.38,563.72,225.66,Não,Viagens Longas
10/05/2023,Tour Petrópolis (Carro),3,470.41,1411.23,794.17,617.06,Não,Viagens Longas
10/05/2023,Aluguel Carro Executivo,2,1385.78,2771.56,1839.1,932.46,Não,Serviço Privado
10/05/2023,Passeio Pão de Açúcar (Carro),1,918.94,918.94,520.59,398.35,Não,Passeios Locais
11/05/2023,Translado Aeroporto Santos Dumont,1,992.03,992.03,673.4,318.63,Não,Translados
11/05/2023,Aluguel Carro Executivo,2,1067.83,2135.66,1420.38,715.28,Não,Serviço Privado
11/05/2023,Aluguel Van Corporativa,2,1234.74,2469.48,1738.79,730.69,Sim,Serviço Privado
12/05/2023,Aluguel Van Corporativa,3,1160.91,3482.73,2312.92,1169.81,Não,Serviço Privado
12/05/2023,Translado Aeroporto Galeão,2,574.38,1148.76,848.02,300.74,Não,Translados
12/05/2023,Passeio Cristo Redentor (Carro),2,703.79,1407.58,1039.73,367.85,Não,Passeios Locais
12/05/2023,Tour Petrópolis (Carro),3,956.82,2870.46,1957.52,912.94,Não,Viagens Longas
12/05/2023,Tour Arraial do Cabo (Van),1,464.79,464.79,325.06,139.73,Sim,Viagens Longas
12/05/2023,Passeio Cristo Redentor (Carro),2,981.55,1963.1,1080.44,882.66,Não,Passeios Locais
12/05/2023,Tour Búzios (Van),2,782.99,1565.98,1142.94,423.04,Não,Viagens Longas
13/05/2023,Aluguel Van Corporativa,2,1121.88,2243.76,1663.41,580.35,Não,Serviço Privado
13/05/2023,City Tour Completo (Van),1,1058.81,1058.81,704.83,353.98,Não,City Tour
13/05/2023,Tour Petrópolis (Carro),1,1196.64,1196.64,759.21,437.43,Não,Viagens Longas
13/05/2023,City Tour Completo (Van),1,793.71,793.71,516.94,276.77,Sim,City Tour
14/05/2023,Tour Arraial do Cabo (Van),3,662.18,1986.54,1470.82,515.72,Sim,Viagens Longas
14/05/2023,Translado Aeroporto Galeão,1,255.59,255.59,152.23,103.36,Sim,Translados
14/05/2023,Aluguel Carro Executivo,3,286.14,858.42,537.02,321.4,Não,Serviço Privado
14/05/2023,Aluguel Carro Executivo,3,301.51,904.53,635.21,269.32,Não,Serviço Privado
15/05/2023,Translado Aeroporto Galeão,2,597.62,1195.24,801.76,393.48,Sim,Translados
15/05/2023,City Tour Completo (Van),2,1272.49,2544.98,1852.62,692.36,Sim,City Tour
15/05/2023,Tour Petrópolis (Carro),3,1229.22,3687.66,2409.89,1277.77,Não,Viagens Longas
16/05/2023,Translado Aeroporto Galeão,1,1448.13,1448.13,1029.88,418.25,Não,Translados
16/05/2023,Translado Aeroporto Galeão,3,626.11,1878.33,1340.55,537.78,Não,Translados
16/05/2023,Aluguel Carro Executivo,1,301.51,301.51,183.12,118.39,Não,Serviço Privado
17/05/2023,Tour Petrópolis (Carro),3,1041.48,3124.44,1768.91,1355.53,Sim,Viagens Longas
17/05/2023,Tour Búzios (Van),1,916.47,916.47,649.01,267.46,Não,Viagens Longas
17/05/2023,Tour Búzios (Van),2,890.31,1780.62,1243.54,537.08,Não,Viagens Longas
17/05/2023,Tour Petrópolis (Carro),2,786.1,1572.2,992.36,579.84,Não,Viagens Longas
17/05/2023,Aluguel Carro Executivo,1,257.83,257.83,154.43,103.4,Não,Serviço Privado
17/05/2023,Passeio Pão de Açúcar (Carro),2,194.75,389.5,232.58,156.92,Não,Passeios Locais
18/05/2023,Tour Petrópolis (Carro),1,1252.74,1252.74,740.83,511.91,Não,Viagens Longas
18/05/2023,Aluguel Carro Executivo,3,627.63,1882.89,1111.85,771.04,Não,Serviço Privado
18/05/2023,Translado Aeroporto Santos Dumont,2,498.58,997.16,655.77,341.39,Não,Translados
18/05/2023,Aluguel Carro Executivo,2,260.68,521.36,295.89,225.47,Não,Serviço Privado
19/05/2023,City Tour Completo (Van),1,964.83,964.83,622.37,342.46,Não,City Tour
19/05/2023,Tour Arraial do Cabo (Van),1,1262.89,1262.89,760.16,502.73,Não,Viagens Longas
19/05/2023,Tour Búzios (Van),2,1387.15,2774.3,1725.42,1048.88,Não,Viagens Longas
19/05/2023,Tour Petrópolis (Carro),1,161.18,161.18,115.65,45.53,Não,Viagens Longas
19/05/2023,Passeio Cristo Redentor (Carro),2,274.57,549.14,376.4,172.74,Não,Passeios Locais
19/05/2023,Passeio Cristo Redentor (Carro),1,1356.08,1356.08,807.46,548.62,Não,Passeios Locais
19/05/2023,Tour Petrópolis (Carro),2,799.87,1599.74,897.29,702.45,Não,Viagens Longas
20/05/2023,Aluguel Van Corporativa,3,1311.8,3935.4,2524.1,1411.3,Não,Serviço Privado
20/05/2023,Aluguel Van Corporativa,1,735.37,735.37,479.12,256.25,Sim,Serviço Privado
20/05/2023,Aluguel Van Corporativa,1,752.12,752.12,499.55,252.57,Não,Serviço Privado
20/05/2023,Aluguel Van Corporativa,1,725.66,725.66,436.87,288.79,Não,Serviço Privado
20/05/2023,City Tour Completo (Van),3,1244.44,3733.32,2693.09,1040.23,Sim,City Tour
21/05/2023,City Tour Completo (Van),3,1347.8,4043.4,2594.0,1449.4,Não,City Tour
21/05/2023,Passeio Pão de Açúcar (Carro),2,1294.33,2588.66,1637.48,951.18,Não,Passeios Locais
21/05/2023,Tour Petrópolis (Carro),1,1447.5,1447.5,907.14,540.36,Não,Viagens Longas
21/05/2023,Aluguel Van Corporativa,3,1319.49,3958.47,2609.89,1348.58,Não,Serviço Privado
21/05/2023,Aluguel Carro Executivo,1,1349.71,1349.71,865.4,484.31,Não,Serviço Privado
21/05/2023,Tour Petrópolis (Carro),1,1213.1,1213.1,900.22,312.88,Não,Viagens Longas
21/05/2023,Passeio Pão de Açúcar (Carro),2,1102.79,2205.58,1302.53,903.05,Não,Passeios Locais
22/05/2023,Passeio Pão de Açúcar (Carro),2,1328.26,2656.52,1979.29,677.23,Não,Passeios Locais
22/05/2023,Aluguel Carro Executivo,3,728.58,2185.74,1322.52,863.22,Sim,Serviço Privado
22/05/2023,City Tour Completo (Van),2,1448.61,2897.22,1826.28,1070.94,Sim,City Tour
22/05/2023,Translado Aeroporto Galeão,1,173.81,173.81,104.07,69.74,Não,Translados
22/05/2023,Aluguel Carro Executivo,2,1130.8,2261.6,1662.62,598.98,Não,Serviço Privado
23/05/2023,Tour Petrópolis (Carro),2,269.11,538.22,378.8,159.42,Não,Viagens Longas
23/05/2023,Tour Búzios (Van),3,1195.27,3585.81,2306.9,1278.91,Não,Viagens Longas
23/05/2023,Tour Arraial do Cabo (Van),1,1081.86,1081.86,751.58,330.28,Sim,Viagens Longas
23/05/2023,Translado Aeroporto Santos Dumont,1,763.18,763.18,559.59,203.59,Sim,Translados
23/05/2023,Aluguel Van Corporativa,2,1408.65,2817.3,1660.06,1157.24,Não,Serviço Privado
23/05/2023,Translado Aeroporto Galeão,3,192.56,577.68,370.49,207.19,Não,Translados
